序号,点名,N,E,Z,B,L,H,天线高,σN,σE,σZ,平滑次数,解类型,开始本地时间,结束本地时间,开始UTC时间,结束UTC时间,描述,差分龄期,卫星数,公共卫星数,PDOP,截止高度角(°),参考站名称,基站B,基站L,基站H,里程,竖直倾角,倾斜向量方位角
317,pt316,3483083.0498,1224238.1233,35.0085," 31:14:40.84296"," 121:35:32.85715",35.0085,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:17:27.0,2020-01-02 11:17:27.0,2020-01-02 03:17:27.0,2020-01-02 03:17:27.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:39:55"," 197:14:15.50"
318,pt317,3483083.0501,1224238.1225,35.0025," 31:14:40.84297"," 121:35:32.85712",35.0025,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:17:28.0,2020-01-02 11:17:28.0,2020-01-02 03:17:28.0,2020-01-02 03:17:28.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:39:55"," 197:18:27.50"
319,pt318,3483083.0500,1224238.1237,35.0075," 31:14:40.84297"," 121:35:32.85716",35.0075,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:17:29.0,2020-01-02 11:17:29.0,2020-01-02 03:17:29.0,2020-01-02 03:17:29.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:19"," 196:50:59.08"
320,pt319,3483083.0470,1224238.1241,35.0055," 31:14:40.84287"," 121:35:32.85717",35.0055,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:17:30.0,2020-01-02 11:17:30.0,2020-01-02 03:17:30.0,2020-01-02 03:17:30.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:39:55"," 197:22:39.50"
321,pt320,3483083.0492,1224238.1257,35.0075," 31:14:40.84294"," 121:35:32.85724",35.0075,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:17:31.0,2020-01-02 11:17:31.0,2020-01-02 03:17:31.0,2020-01-02 03:17:31.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:39:53"," 195:10:15.47"
322,pt321,3483083.0473,1224238.1251,35.0095," 31:14:40.84288"," 121:35:32.85721",35.0095,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:17:32.0,2020-01-02 11:17:32.0,2020-01-02 03:17:32.0,2020-01-02 03:17:32.0,,1.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:39:53"," 195:01:51.47"
323,pt322,3483083.0495,1224238.1222,35.0045," 31:14:40.84296"," 121:35:32.85711",35.0045,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:17:33.0,2020-01-02 11:17:33.0,2020-01-02 03:17:33.0,2020-01-02 03:17:33.0,,1.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:10"," 197:11:33.06"
324,pt323,3483083.0505,1224238.1215,35.0035," 31:14:40.84299"," 121:35:32.85708",35.0035,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:17:34.0,2020-01-02 11:17:34.0,2020-01-02 03:17:34.0,2020-01-02 03:17:34.0,,1.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:39:55"," 197:02:15.50"
325,pt324,3483083.0502,1224238.1235,34.9995," 31:14:40.84297"," 121:35:32.85716",34.9995,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:17:35.0,2020-01-02 11:17:35.0,2020-01-02 03:17:35.0,2020-01-02 03:17:35.0,,1.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:39:02"," 196:34:34.68"
326,pt325,3483083.0481,1224238.1235,35.0035," 31:14:40.84291"," 121:35:32.85715",35.0035,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:17:36.0,2020-01-02 11:17:36.0,2020-01-02 03:17:36.0,2020-01-02 03:17:36.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:39:31"," 198:20:54.35"
327,pt326,3483083.0472,1224238.1226,35.0095," 31:14:40.84288"," 121:35:32.85711",35.0095,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:17:37.0,2020-01-02 11:17:37.0,2020-01-02 03:17:37.0,2020-01-02 03:17:37.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:44"," 196:30:52.23"
328,pt327,3483083.0471,1224238.1242,35.0105," 31:14:40.84287"," 121:35:32.85717",35.0105,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:17:38.0,2020-01-02 11:17:38.0,2020-01-02 03:17:38.0,2020-01-02 03:17:38.0,,2.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:44"," 196:20:04.23"
329,pt328,3483083.0482,1224238.1218,35.0015," 31:14:40.84291"," 121:35:32.85709",35.0015,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:17:39.0,2020-01-02 11:17:39.0,2020-01-02 03:17:39.0,2020-01-02 03:17:39.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:44"," 196:00:52.23"
330,pt329,3483083.0465,1224238.1235,35.0115," 31:14:40.84286"," 121:35:32.85715",35.0115,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:17:40.0,2020-01-02 11:17:40.0,2020-01-02 03:17:40.0,2020-01-02 03:17:40.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:39:55"," 197:44:51.50"
331,pt330,3483083.0479,1224238.1214,35.0025," 31:14:40.84290"," 121:35:32.85707",35.0025,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:17:41.0,2020-01-02 11:17:41.0,2020-01-02 03:17:41.0,2020-01-02 03:17:41.0,,1.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:10"," 196:31:57.06"
332,pt331,3483083.0471,1224238.1226,35.0115," 31:14:40.84288"," 121:35:32.85711",35.0115,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:17:42.0,2020-01-02 11:17:42.0,2020-01-02 03:17:42.0,2020-01-02 03:17:42.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:22"," 197:42:49.69"
333,pt332,3483083.0495,1224238.1235,35.0095," 31:14:40.84295"," 121:35:32.85715",35.0095,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:17:43.0,2020-01-02 11:17:43.0,2020-01-02 03:17:43.0,2020-01-02 03:17:43.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:10"," 196:12:45.06"
334,pt333,3483083.0492,1224238.1253,35.0025," 31:14:40.84294"," 121:35:32.85722",35.0025,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:17:44.0,2020-01-02 11:17:44.0,2020-01-02 03:17:44.0,2020-01-02 03:17:44.0,,1.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:12"," 197:51:42.62"
335,pt334,3483083.0493,1224238.1213,35.0035," 31:14:40.84295"," 121:35:32.85707",35.0035,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:17:45.0,2020-01-02 11:17:45.0,2020-01-02 03:17:45.0,2020-01-02 03:17:45.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:01"," 197:01:36.46"
336,pt335,3483083.0487,1224238.1218,35.0025," 31:14:40.84293"," 121:35:32.85709",35.0025,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:17:46.0,2020-01-02 11:17:46.0,2020-01-02 03:17:46.0,2020-01-02 03:17:46.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:10"," 196:31:57.06"
337,pt336,3483083.0494,1224238.1239,35.0005," 31:14:40.84295"," 121:35:32.85717",35.0005,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:17:47.0,2020-01-02 11:17:47.0,2020-01-02 03:17:47.0,2020-01-02 03:17:47.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:39:55"," 197:26:51.50"
338,pt337,3483083.0495,1224238.1239,35.0045," 31:14:40.84295"," 121:35:32.85717",35.0045,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:17:48.0,2020-01-02 11:17:48.0,2020-01-02 03:17:48.0,2020-01-02 03:17:48.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:39:53"," 195:20:27.47"
339,pt338,3483083.0485,1224238.1208,35.0065," 31:14:40.84293"," 121:35:32.85705",35.0065,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:17:49.0,2020-01-02 11:17:49.0,2020-01-02 03:17:49.0,2020-01-02 03:17:49.0,,2.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:39:53"," 194:18:03.47"
340,pt339,3483083.0479,1224238.1226,34.9975," 31:14:40.84290"," 121:35:32.85712",34.9975,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:17:50.0,2020-01-02 11:17:50.0,2020-01-02 03:17:50.0,2020-01-02 03:17:50.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:39:53"," 195:37:51.47"
341,pt340,3483083.0493,1224238.1221,35.0025," 31:14:40.84295"," 121:35:32.85710",35.0025,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:17:51.0,2020-01-02 11:17:51.0,2020-01-02 03:17:51.0,2020-01-02 03:17:51.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:44"," 196:36:16.23"
342,pt341,3483083.0477,1224238.1220,35.0025," 31:14:40.84290"," 121:35:32.85709",35.0025,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:17:52.0,2020-01-02 11:17:52.0,2020-01-02 03:17:52.0,2020-01-02 03:17:52.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:09"," 195:39:06.09"
343,pt342,3483083.0484,1224238.1225,35.0015," 31:14:40.84292"," 121:35:32.85711",35.0015,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:17:53.0,2020-01-02 11:17:53.0,2020-01-02 03:17:53.0,2020-01-02 03:17:53.0,,2.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:35"," 196:15:00.72"
344,pt343,3483083.0513,1224238.1229,35.0035," 31:14:40.84301"," 121:35:32.85714",35.0035,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:17:54.0,2020-01-02 11:17:54.0,2020-01-02 03:17:54.0,2020-01-02 03:17:54.0,,1.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:35"," 194:59:27.77"
345,pt344,3483083.0471,1224238.1233,35.0075," 31:14:40.84287"," 121:35:32.85714",35.0075,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:17:55.0,2020-01-02 11:17:55.0,2020-01-02 03:17:55.0,2020-01-02 03:17:55.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:44"," 193:35:51.01"
346,pt345,3483083.0491,1224238.1226,35.0055," 31:14:40.84294"," 121:35:32.85712",35.0055,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:17:56.0,2020-01-02 11:17:56.0,2020-01-02 03:17:56.0,2020-01-02 03:17:56.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:44"," 195:44:04.23"
347,pt346,3483083.0498,1224238.1217,35.0005," 31:14:40.84296"," 121:35:32.85709",35.0005,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:17:57.0,2020-01-02 11:17:57.0,2020-01-02 03:17:57.0,2020-01-02 03:17:57.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:46"," 197:47:49.11"
348,pt347,3483083.0476,1224238.1230,35.0065," 31:14:40.84289"," 121:35:32.85713",35.0065,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:17:58.0,2020-01-02 11:17:58.0,2020-01-02 03:17:58.0,2020-01-02 03:17:58.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:10"," 196:27:09.06"
349,pt348,3483083.0501,1224238.1249,35.0055," 31:14:40.84297"," 121:35:32.85721",35.0055,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:17:59.0,2020-01-02 11:17:59.0,2020-01-02 03:17:59.0,2020-01-02 03:17:59.0,,1.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:46"," 197:14:49.11"
350,pt349,3483083.0494,1224238.1213,34.9985," 31:14:40.84295"," 121:35:32.85707",34.9985,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:18:00.0,2020-01-02 11:18:00.0,2020-01-02 03:18:00.0,2020-01-02 03:18:00.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:39:55"," 196:59:51.50"
351,pt350,3483083.0477,1224238.1196,35.0015," 31:14:40.84290"," 121:35:32.85700",35.0015,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:18:01.0,2020-01-02 11:18:01.0,2020-01-02 03:18:01.0,2020-01-02 03:18:01.0,,2.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:19"," 196:19:47.08"
352,pt351,3483083.0475,1224238.1226,35.0095," 31:14:40.84289"," 121:35:32.85712",35.0095,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:18:02.0,2020-01-02 11:18:02.0,2020-01-02 03:18:02.0,2020-01-02 03:18:02.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:44"," 195:58:28.23"
353,pt352,3483083.0487,1224238.1218,34.9985," 31:14:40.84293"," 121:35:32.85709",34.9985,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:18:03.0,2020-01-02 11:18:03.0,2020-01-02 03:18:03.0,2020-01-02 03:18:03.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:44"," 195:13:51.62"
354,pt353,3483083.0494,1224238.1198,34.9995," 31:14:40.84296"," 121:35:32.85701",34.9995,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:18:04.0,2020-01-02 11:18:04.0,2020-01-02 03:18:04.0,2020-01-02 03:18:04.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:18"," 196:03:14.70"
355,pt354,3483083.0491,1224238.1210,34.9985," 31:14:40.84294"," 121:35:32.85706",34.9985,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:18:05.0,2020-01-02 11:18:05.0,2020-01-02 03:18:05.0,2020-01-02 03:18:05.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:39:29"," 196:33:30.86"
356,pt355,3483083.0483,1224238.1238,35.0005," 31:14:40.84291"," 121:35:32.85716",35.0005,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:18:06.0,2020-01-02 11:18:06.0,2020-01-02 03:18:06.0,2020-01-02 03:18:06.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:44"," 196:14:40.23"
357,pt356,3483083.0469,1224238.1205,35.0085," 31:14:40.84288"," 121:35:32.85703",35.0085,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:18:07.0,2020-01-02 11:18:07.0,2020-01-02 03:18:07.0,2020-01-02 03:18:07.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:39:55"," 197:49:03.50"
358,pt357,3483083.0466,1224238.1218,35.0045," 31:14:40.84286"," 121:35:32.85708",35.0045,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:18:08.0,2020-01-02 11:18:08.0,2020-01-02 03:18:08.0,2020-01-02 03:18:08.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:44"," 196:20:40.23"
359,pt358,3483083.0476,1224238.1219,35.0065," 31:14:40.84289"," 121:35:32.85709",35.0065,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:18:09.0,2020-01-02 11:18:09.0,2020-01-02 03:18:09.0,2020-01-02 03:18:09.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:39:53"," 194:49:51.47"
360,pt359,3483083.0466,1224238.1200,35.0045," 31:14:40.84287"," 121:35:32.85702",35.0045,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:18:10.0,2020-01-02 11:18:10.0,2020-01-02 03:18:10.0,2020-01-02 03:18:10.0,,2.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:44"," 196:18:52.23"
361,pt360,3483083.0488,1224238.1226,35.0045," 31:14:40.84293"," 121:35:32.85712",35.0045,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:18:11.0,2020-01-02 11:18:11.0,2020-01-02 03:18:11.0,2020-01-02 03:18:11.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:19"," 196:49:47.08"
362,pt361,3483083.0509,1224238.1217,35.0035," 31:14:40.84300"," 121:35:32.85709",35.0035,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:18:12.0,2020-01-02 11:18:12.0,2020-01-02 03:18:12.0,2020-01-02 03:18:12.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:44"," 196:11:40.23"
363,pt362,3483083.0518,1224238.1224,34.9945," 31:14:40.84303"," 121:35:32.85712",34.9945,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:18:13.0,2020-01-02 11:18:13.0,2020-01-02 03:18:13.0,2020-01-02 03:18:13.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:39:55"," 197:18:27.50"
364,pt363,3483083.0483,1224238.1223,35.0065," 31:14:40.84292"," 121:35:32.85711",35.0065,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:18:14.0,2020-01-02 11:18:14.0,2020-01-02 03:18:14.0,2020-01-02 03:18:14.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:44"," 196:02:40.23"
365,pt364,3483083.0491,1224238.1212,35.0015," 31:14:40.84294"," 121:35:32.85707",35.0015,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:18:15.0,2020-01-02 11:18:15.0,2020-01-02 03:18:15.0,2020-01-02 03:18:15.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:39:55"," 197:19:39.50"
366,pt365,3483083.0489,1224238.1223,34.9995," 31:14:40.84294"," 121:35:32.85711",34.9995,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:18:16.0,2020-01-02 11:18:16.0,2020-01-02 03:18:16.0,2020-01-02 03:18:16.0,,1.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:19"," 196:53:23.08"
367,pt366,3483083.0525,1224238.1226,34.9975," 31:14:40.84305"," 121:35:32.85713",34.9975,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:18:17.0,2020-01-02 11:18:17.0,2020-01-02 03:18:17.0,2020-01-02 03:18:17.0,,1.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:19"," 196:48:35.08"
368,pt367,3483083.0526,1224238.1215,34.9935," 31:14:40.84305"," 121:35:32.85709",34.9935,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:18:18.0,2020-01-02 11:18:18.0,2020-01-02 03:18:18.0,2020-01-02 03:18:18.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:44"," 196:06:52.23"
369,pt368,3483083.0522,1224238.1211,34.9965," 31:14:40.84304"," 121:35:32.85707",34.9965,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:18:19.0,2020-01-02 11:18:19.0,2020-01-02 03:18:19.0,2020-01-02 03:18:19.0,,1.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:39:55"," 196:53:51.50"
370,pt369,3483083.0485,1224238.1227,34.9995," 31:14:40.84292"," 121:35:32.85712",34.9995,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:18:20.0,2020-01-02 11:18:20.0,2020-01-02 03:18:20.0,2020-01-02 03:18:20.0,,1.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:18"," 195:30:14.70"
371,pt370,3483083.0499,1224238.1205,35.0035," 31:14:40.84297"," 121:35:32.85704",35.0035,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:18:21.0,2020-01-02 11:18:21.0,2020-01-02 03:18:21.0,2020-01-02 03:18:21.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:09"," 194:06:01.30"
372,pt371,3483083.0501,1224238.1198,35.0025," 31:14:40.84298"," 121:35:32.85702",35.0025,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:18:22.0,2020-01-02 11:18:22.0,2020-01-02 03:18:22.0,2020-01-02 03:18:22.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:44"," 195:48:52.23"
373,pt372,3483083.0503,1224238.1214,35.0045," 31:14:40.84298"," 121:35:32.85708",35.0045,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:18:23.0,2020-01-02 11:18:23.0,2020-01-02 03:18:23.0,2020-01-02 03:18:23.0,,2.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:46"," 197:01:01.11"
374,pt373,3483083.0500,1224238.1210,35.0045," 31:14:40.84297"," 121:35:32.85706",35.0045,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:18:24.0,2020-01-02 11:18:24.0,2020-01-02 03:18:24.0,2020-01-02 03:18:24.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:44"," 196:16:28.23"
375,pt374,3483083.0486,1224238.1210,35.0075," 31:14:40.84293"," 121:35:32.85706",35.0075,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:18:25.0,2020-01-02 11:18:25.0,2020-01-02 03:18:25.0,2020-01-02 03:18:25.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:09"," 194:54:06.09"
376,pt375,3483083.0525,1224238.1249,35.0045," 31:14:40.84304"," 121:35:32.85721",35.0045,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:18:26.0,2020-01-02 11:18:26.0,2020-01-02 03:18:26.0,2020-01-02 03:18:26.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:18"," 194:57:14.70"
377,pt376,3483083.0486,1224238.1226,34.9975," 31:14:40.84293"," 121:35:32.85712",34.9975,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:18:27.0,2020-01-02 11:18:27.0,2020-01-02 03:18:27.0,2020-01-02 03:18:27.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:44"," 195:34:28.23"
378,pt377,3483083.0503,1224238.1210,35.0015," 31:14:40.84298"," 121:35:32.85706",35.0015,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:18:28.0,2020-01-02 11:18:28.0,2020-01-02 03:18:28.0,2020-01-02 03:18:28.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:37"," 197:01:06.17"
379,pt378,3483083.0501,1224238.1182,34.9985," 31:14:40.84298"," 121:35:32.85696",34.9985,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:18:29.0,2020-01-02 11:18:29.0,2020-01-02 03:18:29.0,2020-01-02 03:18:29.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:10"," 196:41:33.06"
380,pt379,3483083.0506,1224238.1214,34.9895," 31:14:40.84299"," 121:35:32.85708",34.9895,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:18:30.0,2020-01-02 11:18:30.0,2020-01-02 03:18:30.0,2020-01-02 03:18:30.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:00"," 195:13:11.29"
