序号,点名,N,E,Z,B,L,H,天线高,σN,σE,σZ,平滑次数,解类型,开始本地时间,结束本地时间,开始UTC时间,结束UTC时间,描述,差分龄期,卫星数,公共卫星数,PDOP,截止高度角(°),参考站名称,基站B,基站L,基站H,里程,竖直倾角,倾斜向量方位角
217,pt216,3483083.0492,1224238.1265,35.0045," 31:14:40.84294"," 121:35:32.85727",35.0045,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:15:47.0,2020-01-02 11:15:47.0,2020-01-02 03:15:47.0,2020-01-02 03:15:47.0,,1.0,34,20,1.6000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:10"," 197:03:45.06"
218,pt217,3483083.0492,1224238.1255,35.0045," 31:14:40.84294"," 121:35:32.85723",35.0045,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:15:48.0,2020-01-02 11:15:48.0,2020-01-02 03:15:48.0,2020-01-02 03:15:48.0,,1.0,34,20,1.6000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:10"," 196:54:45.06"
219,pt218,3483083.0490,1224238.1261,35.0015," 31:14:40.84293"," 121:35:32.85725",35.0015,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:15:49.0,2020-01-02 11:15:49.0,2020-01-02 03:15:49.0,2020-01-02 03:15:49.0,,1.0,34,20,1.6000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:03"," 197:45:44.54"
220,pt219,3483083.0496,1224238.1233,35.0005," 31:14:40.84296"," 121:35:32.85715",35.0005,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:15:50.0,2020-01-02 11:15:50.0,2020-01-02 03:15:50.0,2020-01-02 03:15:50.0,,1.0,34,20,1.6000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:37"," 197:17:18.17"
221,pt220,3483083.0473,1224238.1268,35.0045," 31:14:40.84287"," 121:35:32.85727",35.0045,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:15:51.0,2020-01-02 11:15:51.0,2020-01-02 03:15:51.0,2020-01-02 03:15:51.0,,1.0,34,20,1.6000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:19"," 197:06:35.08"
222,pt221,3483083.0497,1224238.1247,34.9965," 31:14:40.84296"," 121:35:32.85720",34.9965,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:15:52.0,2020-01-02 11:15:52.0,2020-01-02 03:15:52.0,2020-01-02 03:15:52.0,,1.0,34,20,1.6000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:49"," 198:18:26.56"
223,pt222,3483083.0490,1224238.1244,34.9995," 31:14:40.84293"," 121:35:32.85719",34.9995,1.5125,0.0080,0.0070,0.0200,1,RTK固定解,2020-01-02 11:15:53.0,2020-01-02 11:15:53.0,2020-01-02 03:15:53.0,2020-01-02 03:15:53.0,,2.0,34,20,1.6000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:49"," 198:31:02.56"
224,pt223,3483083.0483,1224238.1222,34.9975," 31:14:40.84292"," 121:35:32.85710",34.9975,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:15:54.0,2020-01-02 11:15:54.0,2020-01-02 03:15:54.0,2020-01-02 03:15:54.0,,1.0,34,20,1.6000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:49"," 197:51:26.56"
225,pt224,3483083.0479,1224238.1250,34.9955," 31:14:40.84290"," 121:35:32.85721",34.9955,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:15:55.0,2020-01-02 11:15:55.0,2020-01-02 03:15:55.0,2020-01-02 03:15:55.0,,1.0,34,20,1.6000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:46"," 197:17:49.11"
226,pt225,3483083.0505,1224238.1262,34.9955," 31:14:40.84298"," 121:35:32.85726",34.9955,1.5125,0.0080,0.0070,0.0200,1,RTK固定解,2020-01-02 11:15:56.0,2020-01-02 11:15:56.0,2020-01-02 03:15:56.0,2020-01-02 03:15:56.0,,2.0,34,20,1.6000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:16"," 199:24:31.18"
227,pt226,3483083.0479,1224238.1246,34.9955," 31:14:40.84290"," 121:35:32.85719",34.9955,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:15:57.0,2020-01-02 11:15:57.0,2020-01-02 03:15:57.0,2020-01-02 03:15:57.0,,1.0,34,19,1.6000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:03"," 197:55:56.54"
228,pt227,3483083.0488,1224238.1230,35.0035," 31:14:40.84293"," 121:35:32.85714",35.0035,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:15:58.0,2020-01-02 11:15:58.0,2020-01-02 03:15:58.0,2020-01-02 03:15:58.0,,1.0,34,19,1.6000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:43"," 199:41:52.64"
229,pt228,3483083.0495,1224238.1218,35.0005," 31:14:40.84296"," 121:35:32.85709",35.0005,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:15:59.0,2020-01-02 11:15:59.0,2020-01-02 03:15:59.0,2020-01-02 03:15:59.0,,1.0,34,20,1.6000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:16"," 198:53:55.18"
230,pt229,3483083.0493,1224238.1231,34.9955," 31:14:40.84295"," 121:35:32.85714",34.9955,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:16:00.0,2020-01-02 11:16:00.0,2020-01-02 03:16:00.0,2020-01-02 03:16:00.0,,1.0,34,20,1.6000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:10"," 196:18:09.06"
231,pt230,3483083.0505,1224238.1244,34.9935," 31:14:40.84298"," 121:35:32.85719",34.9935,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:16:01.0,2020-01-02 11:16:01.0,2020-01-02 03:16:01.0,2020-01-02 03:16:01.0,,1.0,34,20,1.6000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:46"," 197:25:01.11"
232,pt231,3483083.0485,1224238.1217,34.9995," 31:14:40.84292"," 121:35:32.85709",34.9995,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:16:02.0,2020-01-02 11:16:02.0,2020-01-02 03:16:02.0,2020-01-02 03:16:02.0,,1.0,34,20,1.6000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:46"," 197:11:49.11"
233,pt232,3483083.0501,1224238.1266,34.9985," 31:14:40.84297"," 121:35:32.85727",34.9985,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:16:03.0,2020-01-02 11:16:03.0,2020-01-02 03:16:03.0,2020-01-02 03:16:03.0,,1.0,34,19,1.6000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:10"," 196:28:57.06"
234,pt233,3483083.0523,1224238.1254,34.9965," 31:14:40.84304"," 121:35:32.85723",34.9965,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:16:04.0,2020-01-02 11:16:04.0,2020-01-02 03:16:04.0,2020-01-02 03:16:04.0,,1.0,34,19,1.6000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:00"," 195:40:11.29"
235,pt234,3483083.0475,1224238.1280,35.0035," 31:14:40.84288"," 121:35:32.85732",35.0035,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:16:05.0,2020-01-02 11:16:05.0,2020-01-02 03:16:05.0,2020-01-02 03:16:05.0,,1.0,34,19,1.6000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:00"," 195:22:11.29"
236,pt235,3483083.0501,1224238.1231,34.9955," 31:14:40.84297"," 121:35:32.85714",34.9955,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:16:06.0,2020-01-02 11:16:06.0,2020-01-02 03:16:06.0,2020-01-02 03:16:06.0,,1.0,34,20,1.6000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:26"," 196:16:00.72"
237,pt236,3483083.0503,1224238.1248,34.9915," 31:14:40.84297"," 121:35:32.85720",34.9915,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:16:07.0,2020-01-02 11:16:07.0,2020-01-02 03:16:07.0,2020-01-02 03:16:07.0,,1.0,34,20,1.6000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:35"," 195:57:00.72"
238,pt237,3483083.0502,1224238.1263,35.0005," 31:14:40.84297"," 121:35:32.85726",35.0005,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:16:08.0,2020-01-02 11:16:08.0,2020-01-02 03:16:08.0,2020-01-02 03:16:08.0,,1.0,34,20,1.6000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:26"," 195:35:12.72"
239,pt238,3483083.0483,1224238.1282,34.9995," 31:14:40.84290"," 121:35:32.85733",34.9995,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:16:09.0,2020-01-02 11:16:09.0,2020-01-02 03:16:09.0,2020-01-02 03:16:09.0,,1.0,34,19,1.6000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:35"," 196:10:12.72"
240,pt239,3483083.0518,1224238.1249,34.9985," 31:14:40.84302"," 121:35:32.85721",34.9985,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:16:10.0,2020-01-02 11:16:10.0,2020-01-02 03:16:10.0,2020-01-02 03:16:10.0,,1.0,34,19,1.6000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:03"," 197:40:56.54"
241,pt240,3483083.0482,1224238.1245,35.0055," 31:14:40.84291"," 121:35:32.85719",35.0055,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:16:11.0,2020-01-02 11:16:11.0,2020-01-02 03:16:11.0,2020-01-02 03:16:11.0,,1.0,34,19,1.6000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:03"," 197:30:44.54"
242,pt241,3483083.0469,1224238.1251,35.0025," 31:14:40.84286"," 121:35:32.85721",35.0025,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:16:12.0,2020-01-02 11:16:12.0,2020-01-02 03:16:12.0,2020-01-02 03:16:12.0,,1.0,34,20,1.6000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:35"," 195:13:51.77"
243,pt242,3483083.0493,1224238.1267,34.9995," 31:14:40.84294"," 121:35:32.85727",34.9995,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:16:13.0,2020-01-02 11:16:13.0,2020-01-02 03:16:13.0,2020-01-02 03:16:13.0,,1.0,34,20,1.6000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:28"," 197:36:06.22"
244,pt243,3483083.0494,1224238.1249,34.9995," 31:14:40.84295"," 121:35:32.85721",34.9995,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:16:14.0,2020-01-02 11:16:14.0,2020-01-02 03:16:14.0,2020-01-02 03:16:14.0,,1.0,34,20,1.6000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:35"," 195:00:39.77"
245,pt244,3483083.0471,1224238.1258,35.0005," 31:14:40.84287"," 121:35:32.85723",35.0005,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:16:15.0,2020-01-02 11:16:15.0,2020-01-02 03:16:15.0,2020-01-02 03:16:15.0,,1.0,34,20,1.6000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:00"," 196:17:59.29"
246,pt245,3483083.0496,1224238.1250,35.0025," 31:14:40.84295"," 121:35:32.85721",35.0025,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:16:16.0,2020-01-02 11:16:16.0,2020-01-02 03:16:16.0,2020-01-02 03:16:16.0,,1.0,34,20,1.6000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:01"," 196:43:36.46"
247,pt246,3483083.0493,1224238.1249,34.9955," 31:14:40.84294"," 121:35:32.85721",34.9955,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:16:17.0,2020-01-02 11:16:17.0,2020-01-02 03:16:17.0,2020-01-02 03:16:17.0,,1.0,34,20,1.6000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:10"," 196:36:09.06"
248,pt247,3483083.0497,1224238.1251,35.0015," 31:14:40.84296"," 121:35:32.85722",35.0015,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:16:18.0,2020-01-02 11:16:18.0,2020-01-02 03:16:18.0,2020-01-02 03:16:18.0,,1.0,34,20,1.6000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:46"," 197:01:01.11"
249,pt248,3483083.0496,1224238.1241,34.9985," 31:14:40.84295"," 121:35:32.85718",34.9985,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:16:19.0,2020-01-02 11:16:19.0,2020-01-02 03:16:19.0,2020-01-02 03:16:19.0,,1.0,34,19,1.6000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:09"," 196:00:06.09"
250,pt249,3483083.0483,1224238.1235,35.0035," 31:14:40.84291"," 121:35:32.85715",35.0035,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:16:20.0,2020-01-02 11:16:20.0,2020-01-02 03:16:20.0,2020-01-02 03:16:20.0,,1.0,34,19,1.6000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:10"," 196:14:33.06"
251,pt250,3483083.0473,1224238.1254,34.9995," 31:14:40.84288"," 121:35:32.85722",34.9995,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:16:21.0,2020-01-02 11:16:21.0,2020-01-02 03:16:21.0,2020-01-02 03:16:21.0,,1.0,34,20,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:01"," 196:35:12.46"
252,pt251,3483083.0484,1224238.1246,34.9975," 31:14:40.84291"," 121:35:32.85719",34.9975,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:16:22.0,2020-01-02 11:16:22.0,2020-01-02 03:16:22.0,2020-01-02 03:16:22.0,,1.0,34,20,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:12"," 197:12:42.62"
253,pt252,3483083.0483,1224238.1238,35.0085," 31:14:40.84291"," 121:35:32.85716",35.0085,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:16:23.0,2020-01-02 11:16:23.0,2020-01-02 03:16:23.0,2020-01-02 03:16:23.0,,1.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:22"," 197:50:01.69"
254,pt253,3483083.0483,1224238.1264,35.0015," 31:14:40.84291"," 121:35:32.85726",35.0015,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:16:24.0,2020-01-02 11:16:24.0,2020-01-02 03:16:24.0,2020-01-02 03:16:24.0,,1.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:39:53"," 194:52:51.47"
255,pt254,3483083.0465,1224238.1235,35.0025," 31:14:40.84286"," 121:35:32.85715",35.0025,1.5125,0.0080,0.0070,0.0200,1,RTK固定解,2020-01-02 11:16:25.0,2020-01-02 11:16:25.0,2020-01-02 03:16:25.0,2020-01-02 03:16:25.0,,2.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:44"," 195:13:51.62"
256,pt255,3483083.0488,1224238.1251,34.9955," 31:14:40.84292"," 121:35:32.85721",34.9955,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:16:26.0,2020-01-02 11:16:26.0,2020-01-02 03:16:26.0,2020-01-02 03:16:26.0,,1.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:39"," 198:30:16.62"
257,pt256,3483083.0470,1224238.1233,35.0005," 31:14:40.84287"," 121:35:32.85714",35.0005,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:16:27.0,2020-01-02 11:16:27.0,2020-01-02 03:16:27.0,2020-01-02 03:16:27.0,,1.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:28"," 196:51:06.22"
258,pt257,3483083.0481,1224238.1224,35.0025," 31:14:40.84291"," 121:35:32.85711",35.0025,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:16:28.0,2020-01-02 11:16:28.0,2020-01-02 03:16:28.0,2020-01-02 03:16:28.0,,1.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:37"," 197:26:18.17"
259,pt258,3483083.0486,1224238.1256,35.0045," 31:14:40.84292"," 121:35:32.85723",35.0045,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:16:29.0,2020-01-02 11:16:29.0,2020-01-02 03:16:29.0,2020-01-02 03:16:29.0,,1.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:39:55"," 196:53:15.50"
260,pt259,3483083.0473,1224238.1256,35.0025," 31:14:40.84288"," 121:35:32.85723",35.0025,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:16:30.0,2020-01-02 11:16:30.0,2020-01-02 03:16:30.0,2020-01-02 03:16:30.0,,1.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:37"," 196:52:42.17"
261,pt260,3483083.0523,1224238.1252,34.9995," 31:14:40.84304"," 121:35:32.85723",34.9995,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:16:31.0,2020-01-02 11:16:31.0,2020-01-02 03:16:31.0,2020-01-02 03:16:31.0,,1.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:22"," 197:34:25.69"
262,pt261,3483083.0508,1224238.1238,34.9985," 31:14:40.84299"," 121:35:32.85717",34.9985,1.5125,0.0080,0.0070,0.0200,1,RTK固定解,2020-01-02 11:16:32.0,2020-01-02 11:16:32.0,2020-01-02 03:16:32.0,2020-01-02 03:16:32.0,,2.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:10"," 196:01:57.06"
263,pt262,3483083.0466,1224238.1227,34.9985," 31:14:40.84286"," 121:35:32.85712",34.9985,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:16:33.0,2020-01-02 11:16:33.0,2020-01-02 03:16:33.0,2020-01-02 03:16:33.0,,1.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:46"," 197:14:49.11"
264,pt263,3483083.0473,1224238.1274,35.0065," 31:14:40.84287"," 121:35:32.85729",35.0065,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:16:34.0,2020-01-02 11:16:34.0,2020-01-02 03:16:34.0,2020-01-02 03:16:34.0,,1.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:00"," 195:47:59.29"
265,pt264,3483083.0481,1224238.1247,35.0005," 31:14:40.84290"," 121:35:32.85720",35.0005,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:16:35.0,2020-01-02 11:16:35.0,2020-01-02 03:16:35.0,2020-01-02 03:16:35.0,,1.0,34,20,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:00"," 195:10:11.29"
266,pt265,3483083.0497,1224238.1266,34.9995," 31:14:40.84295"," 121:35:32.85727",34.9995,1.5125,0.0080,0.0070,0.0200,1,RTK固定解,2020-01-02 11:16:36.0,2020-01-02 11:16:36.0,2020-01-02 03:16:36.0,2020-01-02 03:16:36.0,,2.0,34,20,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:37"," 197:16:06.17"
267,pt266,3483083.0488,1224238.1261,35.0005," 31:14:40.84292"," 121:35:32.85725",35.0005,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:16:37.0,2020-01-02 11:16:37.0,2020-01-02 03:16:37.0,2020-01-02 03:16:37.0,,1.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:28"," 197:06:06.22"
268,pt267,3483083.0497,1224238.1242,35.0045," 31:14:40.84296"," 121:35:32.85718",35.0045,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:16:38.0,2020-01-02 11:16:38.0,2020-01-02 03:16:38.0,2020-01-02 03:16:38.0,,1.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:03"," 198:04:56.54"
269,pt268,3483083.0490,1224238.1244,35.0035," 31:14:40.84293"," 121:35:32.85719",35.0035,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:16:39.0,2020-01-02 11:16:39.0,2020-01-02 03:16:39.0,2020-01-02 03:16:39.0,,1.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:22"," 197:42:49.69"
270,pt269,3483083.0500,1224238.1265,35.0035," 31:14:40.84296"," 121:35:32.85727",35.0035,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:16:40.0,2020-01-02 11:16:40.0,2020-01-02 03:16:40.0,2020-01-02 03:16:40.0,,1.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:37"," 197:13:42.17"
271,pt270,3483083.0486,1224238.1289,35.0065," 31:14:40.84291"," 121:35:32.85735",35.0065,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:16:41.0,2020-01-02 11:16:41.0,2020-01-02 03:16:41.0,2020-01-02 03:16:41.0,,1.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:46"," 197:04:01.11"
272,pt271,3483083.0516,1224238.1253,35.0035," 31:14:40.84302"," 121:35:32.85723",35.0035,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:16:42.0,2020-01-02 11:16:42.0,2020-01-02 03:16:42.0,2020-01-02 03:16:42.0,,1.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:10"," 196:37:57.06"
273,pt272,3483083.0490,1224238.1240,35.0005," 31:14:40.84294"," 121:35:32.85717",35.0005,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:16:43.0,2020-01-02 11:16:43.0,2020-01-02 03:16:43.0,2020-01-02 03:16:43.0,,1.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:00"," 195:44:59.29"
274,pt273,3483083.0505,1224238.1247,35.0015," 31:14:40.84298"," 121:35:32.85720",35.0015,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:16:44.0,2020-01-02 11:16:44.0,2020-01-02 03:16:44.0,2020-01-02 03:16:44.0,,1.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:00"," 195:20:59.29"
275,pt274,3483083.0500,1224238.1233,35.0035," 31:14:40.84297"," 121:35:32.85715",35.0035,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:16:45.0,2020-01-02 11:16:45.0,2020-01-02 03:16:45.0,2020-01-02 03:16:45.0,,1.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:00"," 195:22:11.29"
276,pt275,3483083.0499,1224238.1233,35.0005," 31:14:40.84297"," 121:35:32.85715",35.0005,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:16:46.0,2020-01-02 11:16:46.0,2020-01-02 03:16:46.0,2020-01-02 03:16:46.0,,1.0,34,19,1.6000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:10"," 196:43:57.06"
277,pt276,3483083.0481,1224238.1207,35.0005," 31:14:40.84291"," 121:35:32.85705",35.0005,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:16:47.0,2020-01-02 11:16:47.0,2020-01-02 03:16:47.0,2020-01-02 03:16:47.0,,1.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:37"," 197:53:18.17"
278,pt277,3483083.0506,1224238.1229,35.0015," 31:14:40.84299"," 121:35:32.85714",35.0015,1.5125,0.0080,0.0070,0.0200,1,RTK固定解,2020-01-02 11:16:48.0,2020-01-02 11:16:48.0,2020-01-02 03:16:48.0,2020-01-02 03:16:48.0,,2.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:44"," 196:06:16.23"
279,pt278,3483083.0490,1224238.1239,35.0055," 31:14:40.84293"," 121:35:32.85717",35.0055,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:16:49.0,2020-01-02 11:16:49.0,2020-01-02 03:16:49.0,2020-01-02 03:16:49.0,,1.0,34,20,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:09"," 195:32:30.09"
280,pt279,3483083.0475,1224238.1261,35.0045," 31:14:40.84288"," 121:35:32.85725",35.0045,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:16:50.0,2020-01-02 11:16:50.0,2020-01-02 03:16:50.0,2020-01-02 03:16:50.0,,1.0,34,20,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:10"," 196:25:57.06"
