序号,点名,N,E,Z,B,L,H,天线高,σN,σE,σZ,平滑次数,解类型,开始本地时间,结束本地时间,开始UTC时间,结束UTC时间,描述,差分龄期,卫星数,公共卫星数,PDOP,截止高度角(°),参考站名称,基站B,基站L,基站H,里程,竖直倾角,倾斜向量方位角
643,pt642,3483083.0592,1224238.1240,35.0175," 31:14:40.84326"," 121:35:32.85720",35.0175,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 11:00:19.0,2020-01-02 11:00:19.0,2020-01-02 03:00:19.0,2020-01-02 03:00:19.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:42"," 195:17:50.70"
644,pt643,3483083.0590,1224238.1242,35.0185," 31:14:40.84325"," 121:35:32.85721",35.0185,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 11:00:20.0,2020-01-02 11:00:20.0,2020-01-02 03:00:20.0,2020-01-02 03:00:20.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:08"," 195:41:34.44"
645,pt644,3483083.0615,1224238.1237,35.0095," 31:14:40.84334"," 121:35:32.85719",35.0095,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 11:00:21.0,2020-01-02 11:00:21.0,2020-01-02 03:00:21.0,2020-01-02 03:00:21.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:08"," 195:54:46.44"
646,pt645,3483083.0612,1224238.1244,35.0165," 31:14:40.84333"," 121:35:32.85722",35.0165,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 11:00:22.0,2020-01-02 11:00:22.0,2020-01-02 03:00:22.0,2020-01-02 03:00:22.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:43"," 196:05:58.26"
647,pt646,3483083.0606,1224238.1217,35.0115," 31:14:40.84331"," 121:35:32.85712",35.0115,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 11:00:23.0,2020-01-02 11:00:23.0,2020-01-02 03:00:23.0,2020-01-02 03:00:23.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:45"," 197:21:01.29"
648,pt647,3483083.0583,1224238.1234,35.0165," 31:14:40.84323"," 121:35:32.85717",35.0165,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 11:00:24.0,2020-01-02 11:00:24.0,2020-01-02 03:00:24.0,2020-01-02 03:00:24.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:08"," 195:49:22.44"
649,pt648,3483083.0577,1224238.1232,35.0175," 31:14:40.84322"," 121:35:32.85717",35.0175,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 11:00:25.0,2020-01-02 11:00:25.0,2020-01-02 03:00:25.0,2020-01-02 03:00:25.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:34"," 196:53:16.09"
650,pt649,3483083.0587,1224238.1232,35.0145," 31:14:40.84325"," 121:35:32.85717",35.0145,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 11:00:26.0,2020-01-02 11:00:26.0,2020-01-02 03:00:26.0,2020-01-02 03:00:26.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:34"," 196:28:04.09"
651,pt650,3483083.0594,1224238.1234,35.0155," 31:14:40.84327"," 121:35:32.85718",35.0155,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 11:00:27.0,2020-01-02 11:00:27.0,2020-01-02 03:00:27.0,2020-01-02 03:00:27.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:08"," 195:55:58.44"
652,pt651,3483083.0601,1224238.1257,35.0105," 31:14:40.84329"," 121:35:32.85727",35.0105,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 11:00:28.0,2020-01-02 11:00:28.0,2020-01-02 03:00:28.0,2020-01-02 03:00:28.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:33"," 195:30:24.72"
653,pt652,3483083.0579,1224238.1231,35.0135," 31:14:40.84322"," 121:35:32.85716",35.0135,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 11:00:29.0,2020-01-02 11:00:29.0,2020-01-02 03:00:29.0,2020-01-02 03:00:29.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:08"," 196:05:34.44"
654,pt653,3483083.0567,1224238.1246,35.0155," 31:14:40.84318"," 121:35:32.85721",35.0155,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 11:00:30.0,2020-01-02 11:00:30.0,2020-01-02 03:00:30.0,2020-01-02 03:00:30.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:08"," 195:42:46.44"
655,pt654,3483083.0530,1224238.1236,35.0135," 31:14:40.84306"," 121:35:32.85717",35.0135,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 11:00:31.0,2020-01-02 11:00:31.0,2020-01-02 03:00:31.0,2020-01-02 03:00:31.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:08"," 195:46:58.44"
656,pt655,3483083.0593,1224238.1248,35.0145," 31:14:40.84326"," 121:35:32.85723",35.0145,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 11:00:32.0,2020-01-02 11:00:32.0,2020-01-02 03:00:32.0,2020-01-02 03:00:32.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:18"," 197:02:48.86"
657,pt656,3483083.0576,1224238.1207,35.0145," 31:14:40.84322"," 121:35:32.85707",35.0145,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 11:00:33.0,2020-01-02 11:00:33.0,2020-01-02 03:00:33.0,2020-01-02 03:00:33.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:42"," 195:20:50.70"
658,pt657,3483083.0548,1224238.1235,35.0095," 31:14:40.84312"," 121:35:32.85717",35.0095,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 11:00:34.0,2020-01-02 11:00:34.0,2020-01-02 03:00:34.0,2020-01-02 03:00:34.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:08"," 195:37:58.44"
659,pt658,3483083.0606,1224238.1224,35.0055," 31:14:40.84331"," 121:35:32.85714",35.0055,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 11:00:35.0,2020-01-02 11:00:35.0,2020-01-02 03:00:35.0,2020-01-02 03:00:35.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:18"," 196:43:36.86"
660,pt659,3483083.0571,1224238.1245,35.0145," 31:14:40.84319"," 121:35:32.85721",35.0145,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 11:00:36.0,2020-01-02 11:00:36.0,2020-01-02 03:00:36.0,2020-01-02 03:00:36.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:08"," 195:46:22.44"
661,pt660,3483083.0583,1224238.1220,35.0115," 31:14:40.84324"," 121:35:32.85712",35.0115,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 11:00:37.0,2020-01-02 11:00:37.0,2020-01-02 03:00:37.0,2020-01-02 03:00:37.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:42"," 195:22:38.70"
662,pt661,3483083.0606,1224238.1259,35.0005," 31:14:40.84330"," 121:35:32.85727",35.0005,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 11:00:38.0,2020-01-02 11:00:38.0,2020-01-02 03:00:38.0,2020-01-02 03:00:38.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:08"," 195:45:10.44"
663,pt662,3483083.0609,1224238.1248,35.0095," 31:14:40.84332"," 121:35:32.85723",35.0095,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 11:00:39.0,2020-01-02 11:00:39.0,2020-01-02 03:00:39.0,2020-01-02 03:00:39.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:42:51"," 194:22:25.82"
664,pt663,3483083.0564,1224238.1239,35.0165," 31:14:40.84317"," 121:35:32.85719",35.0165,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 11:00:40.0,2020-01-02 11:00:40.0,2020-01-02 03:00:40.0,2020-01-02 03:00:40.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:17"," 193:25:04.14"
665,pt664,3483083.0575,1224238.1242,35.0155," 31:14:40.84321"," 121:35:32.85720",35.0155,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 11:00:41.0,2020-01-02 11:00:41.0,2020-01-02 03:00:41.0,2020-01-02 03:00:41.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:08"," 195:39:10.44"
666,pt665,3483083.0596,1224238.1188,35.0095," 31:14:40.84329"," 121:35:32.85700",35.0095,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 11:00:42.0,2020-01-02 11:00:42.0,2020-01-02 03:00:42.0,2020-01-02 03:00:42.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:08"," 196:08:34.44"
667,pt666,3483083.0566,1224238.1206,35.0135," 31:14:40.84319"," 121:35:32.85706",35.0135,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 11:00:43.0,2020-01-02 11:00:43.0,2020-01-02 03:00:43.0,2020-01-02 03:00:43.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:08"," 195:50:34.44"
668,pt667,3483083.0558,1224238.1203,35.0155," 31:14:40.84316"," 121:35:32.85705",35.0155,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 11:00:44.0,2020-01-02 11:00:44.0,2020-01-02 03:00:44.0,2020-01-02 03:00:44.0,,3.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:42"," 195:03:26.70"
669,pt668,3483083.0614,1224238.1220,35.0065," 31:14:40.84334"," 121:35:32.85713",35.0065,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 11:00:45.0,2020-01-02 11:00:45.0,2020-01-02 03:00:45.0,2020-01-02 03:00:45.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:42"," 194:57:26.70"
670,pt669,3483083.0589,1224238.1228,35.0105," 31:14:40.84325"," 121:35:32.85715",35.0105,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 11:00:46.0,2020-01-02 11:00:46.0,2020-01-02 03:00:46.0,2020-01-02 03:00:46.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:07"," 194:45:40.25"
671,pt670,3483083.0586,1224238.1247,35.0205," 31:14:40.84324"," 121:35:32.85722",35.0205,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 11:00:47.0,2020-01-02 11:00:47.0,2020-01-02 03:00:47.0,2020-01-02 03:00:47.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:07"," 194:33:04.25"
672,pt671,3483083.0612,1224238.1221,35.0045," 31:14:40.84333"," 121:35:32.85713",35.0045,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 11:00:48.0,2020-01-02 11:00:48.0,2020-01-02 03:00:48.0,2020-01-02 03:00:48.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:33"," 194:43:00.72"
673,pt672,3483083.0582,1224238.1237,35.0135," 31:14:40.84323"," 121:35:32.85718",35.0135,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 11:00:49.0,2020-01-02 11:00:49.0,2020-01-02 03:00:49.0,2020-01-02 03:00:49.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:18"," 196:55:36.86"
674,pt673,3483083.0612,1224238.1214,35.0055," 31:14:40.84333"," 121:35:32.85711",35.0055,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 11:00:50.0,2020-01-02 11:00:50.0,2020-01-02 03:00:50.0,2020-01-02 03:00:50.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:42:52"," 196:07:56.96"
675,pt674,3483083.0568,1224238.1228,35.0115," 31:14:40.84319"," 121:35:32.85715",35.0115,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 11:00:51.0,2020-01-02 11:00:51.0,2020-01-02 03:00:51.0,2020-01-02 03:00:51.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:42:51"," 194:53:01.82"
676,pt675,3483083.0537,1224238.1230,35.0115," 31:14:40.84309"," 121:35:32.85715",35.0115,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 11:00:52.0,2020-01-02 11:00:52.0,2020-01-02 03:00:52.0,2020-01-02 03:00:52.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:42"," 195:25:02.70"
677,pt676,3483083.0612,1224238.1257,35.0115," 31:14:40.84332"," 121:35:32.85727",35.0115,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 11:00:53.0,2020-01-02 11:00:53.0,2020-01-02 03:00:53.0,2020-01-02 03:00:53.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:42"," 195:25:38.70"
678,pt677,3483083.0598,1224238.1242,35.0095," 31:14:40.84328"," 121:35:32.85721",35.0095,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 11:00:54.0,2020-01-02 11:00:54.0,2020-01-02 03:00:54.0,2020-01-02 03:00:54.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:42"," 195:26:14.70"
679,pt678,3483083.0586,1224238.1244,35.0065," 31:14:40.84324"," 121:35:32.85721",35.0065,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 11:00:55.0,2020-01-02 11:00:55.0,2020-01-02 03:00:55.0,2020-01-02 03:00:55.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:33"," 195:26:12.72"
680,pt679,3483083.0595,1224238.1256,35.0115," 31:14:40.84327"," 121:35:32.85726",35.0115,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 11:00:56.0,2020-01-02 11:00:56.0,2020-01-02 03:00:56.0,2020-01-02 03:00:56.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:18"," 197:58:00.86"
681,pt680,3483083.0592,1224238.1228,35.0125," 31:14:40.84327"," 121:35:32.85715",35.0125,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 11:00:57.0,2020-01-02 11:00:57.0,2020-01-02 03:00:57.0,2020-01-02 03:00:57.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:08"," 195:32:34.44"
682,pt681,3483083.0586,1224238.1226,35.0125," 31:14:40.84325"," 121:35:32.85714",35.0125,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 11:00:58.0,2020-01-02 11:00:58.0,2020-01-02 03:00:58.0,2020-01-02 03:00:58.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:33"," 195:32:48.72"
683,pt682,3483083.0604,1224238.1240,35.0105," 31:14:40.84330"," 121:35:32.85720",35.0105,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 11:00:59.0,2020-01-02 11:00:59.0,2020-01-02 03:00:59.0,2020-01-02 03:00:59.0,,2.0,33,15,1.9000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:08"," 195:54:46.44"
684,pt683,3483083.0622,1224238.1238,35.0055," 31:14:40.84336"," 121:35:32.85720",35.0055,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 11:01:00.0,2020-01-02 11:01:00.0,2020-01-02 03:01:00.0,2020-01-02 03:01:00.0,,2.0,33,15,1.9000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:18"," 196:59:48.86"
685,pt684,3483083.0578,1224238.1222,35.0105," 31:14:40.84322"," 121:35:32.85713",35.0105,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 11:01:01.0,2020-01-02 11:01:01.0,2020-01-02 03:01:01.0,2020-01-02 03:01:01.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:42"," 195:29:50.70"
686,pt685,3483083.0616,1224238.1219,35.0045," 31:14:40.84334"," 121:35:32.85713",35.0045,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 11:01:02.0,2020-01-02 11:01:02.0,2020-01-02 03:01:02.0,2020-01-02 03:01:02.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:42"," 195:22:38.70"
687,pt686,3483083.0600,1224238.1228,35.0115," 31:14:40.84329"," 121:35:32.85716",35.0115,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 11:01:03.0,2020-01-02 11:01:03.0,2020-01-02 03:01:03.0,2020-01-02 03:01:03.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:42"," 195:22:38.70"
688,pt687,3483083.0590,1224238.1230,35.0075," 31:14:40.84326"," 121:35:32.85716",35.0075,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 11:01:04.0,2020-01-02 11:01:04.0,2020-01-02 03:01:04.0,2020-01-02 03:01:04.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:42"," 194:52:29.63"
689,pt688,3483083.0609,1224238.1227,35.0065," 31:14:40.84332"," 121:35:32.85715",35.0065,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 11:01:05.0,2020-01-02 11:01:05.0,2020-01-02 03:01:05.0,2020-01-02 03:01:05.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:07"," 194:49:16.25"
690,pt689,3483083.0589,1224238.1241,35.0095," 31:14:40.84325"," 121:35:32.85720",35.0095,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 11:01:06.0,2020-01-02 11:01:06.0,2020-01-02 03:01:06.0,2020-01-02 03:01:06.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:42"," 195:32:14.70"
691,pt690,3483083.0604,1224238.1237,35.0055," 31:14:40.84330"," 121:35:32.85719",35.0055,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 11:01:07.0,2020-01-02 11:01:07.0,2020-01-02 03:01:07.0,2020-01-02 03:01:07.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:42"," 195:08:14.70"
692,pt691,3483083.0600,1224238.1216,35.0085," 31:14:40.84329"," 121:35:32.85711",35.0085,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 11:01:08.0,2020-01-02 11:01:08.0,2020-01-02 03:01:08.0,2020-01-02 03:01:08.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:42:51"," 195:19:06.19"
693,pt692,3483083.0581,1224238.1246,35.0105," 31:14:40.84323"," 121:35:32.85722",35.0105,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 11:01:09.0,2020-01-02 11:01:09.0,2020-01-02 03:01:09.0,2020-01-02 03:01:09.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:08"," 196:03:10.44"
694,pt693,3483083.0587,1224238.1222,35.0155," 31:14:40.84325"," 121:35:32.85713",35.0155,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 11:01:10.0,2020-01-02 11:01:10.0,2020-01-02 03:01:10.0,2020-01-02 03:01:10.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:07"," 194:56:28.25"
695,pt694,3483083.0588,1224238.1245,35.0135," 31:14:40.84325"," 121:35:32.85722",35.0135,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 11:01:11.0,2020-01-02 11:01:11.0,2020-01-02 03:01:11.0,2020-01-02 03:01:11.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:42:51"," 194:22:25.82"
696,pt695,3483083.0592,1224238.1224,35.0185," 31:14:40.84327"," 121:35:32.85714",35.0185,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 11:01:12.0,2020-01-02 11:01:12.0,2020-01-02 03:01:12.0,2020-01-02 03:01:12.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:16"," 194:29:28.09"
697,pt696,3483083.0576,1224238.1237,35.0145," 31:14:40.84321"," 121:35:32.85718",35.0145,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 11:01:13.0,2020-01-02 11:01:13.0,2020-01-02 03:01:13.0,2020-01-02 03:01:13.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:42:51"," 194:12:49.82"
698,pt697,3483083.0584,1224238.1213,35.0105," 31:14:40.84324"," 121:35:32.85710",35.0105,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 11:01:14.0,2020-01-02 11:01:14.0,2020-01-02 03:01:14.0,2020-01-02 03:01:14.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:42:00"," 195:47:59.29"
699,pt698,3483083.0564,1224238.1224,35.0135," 31:14:40.84317"," 121:35:32.85713",35.0135,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 11:01:15.0,2020-01-02 11:01:15.0,2020-01-02 03:01:15.0,2020-01-02 03:01:15.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:42:51"," 194:43:25.82"
700,pt699,3483083.0594,1224238.1243,35.0075," 31:14:40.84327"," 121:35:32.85721",35.0075,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 11:01:16.0,2020-01-02 11:01:16.0,2020-01-02 03:01:16.0,2020-01-02 03:01:16.0,,2.0,33,15,1.9000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:42:51"," 194:04:25.82"
701,pt700,3483083.0600,1224238.1230,35.0075," 31:14:40.84329"," 121:35:32.85716",35.0075,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 11:01:17.0,2020-01-02 11:01:17.0,2020-01-02 03:01:17.0,2020-01-02 03:01:17.0,,2.0,33,15,1.9000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:42"," 195:31:02.70"
702,pt701,3483083.0611,1224238.1236,35.0155," 31:14:40.84332"," 121:35:32.85719",35.0155,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 11:01:18.0,2020-01-02 11:01:18.0,2020-01-02 03:01:18.0,2020-01-02 03:01:18.0,,2.0,33,15,1.9000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:17"," 193:29:52.14"
703,pt702,3483083.0621,1224238.1235,35.0155," 31:14:40.84336"," 121:35:32.85719",35.0155,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 11:01:19.0,2020-01-02 11:01:19.0,2020-01-02 03:01:19.0,2020-01-02 03:01:19.0,,2.0,33,15,1.9000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:42:51"," 193:46:25.82"
704,pt703,3483083.0594,1224238.1243,35.0105," 31:14:40.84327"," 121:35:32.85721",35.0105,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 11:01:20.0,2020-01-02 11:01:20.0,2020-01-02 03:01:20.0,2020-01-02 03:01:20.0,,2.0,33,15,1.9000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:42:26"," 193:40:31.13"
705,pt704,3483083.0567,1224238.1212,35.0135," 31:14:40.84319"," 121:35:32.85709",35.0135,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 11:01:21.0,2020-01-02 11:01:21.0,2020-01-02 03:01:21.0,2020-01-02 03:01:21.0,,2.0,33,15,1.9000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:42:00"," 194:34:20.41"
706,pt705,3483083.0581,1224238.1207,35.0115," 31:14:40.84323"," 121:35:32.85707",35.0115,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 11:01:22.0,2020-01-02 11:01:22.0,2020-01-02 03:01:22.0,2020-01-02 03:01:22.0,,2.0,33,15,1.9000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:42:51"," 193:53:37.82"
