序号,点名,N,E,Z,B,L,H,天线高,σN,σE,σZ,平滑次数,解类型,开始本地时间,结束本地时间,开始UTC时间,结束UTC时间,描述,差分龄期,卫星数,公共卫星数,PDOP,截止高度角(°),参考站名称,基站B,基站L,基站H,里程,竖直倾角,倾斜向量方位角
257,pt256,3483083.0594,1224238.1223,35.0105," 31:14:40.84327"," 121:35:32.85713",35.0105,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:53:53.0,2020-01-02 10:53:53.0,2020-01-02 02:53:53.0,2020-01-02 02:53:53.0,,2.0,32,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:07"," 194:36:04.25"
258,pt257,3483083.0598,1224238.1196,35.0125," 31:14:40.84329"," 121:35:32.85703",35.0125,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:53:54.0,2020-01-02 10:53:54.0,2020-01-02 02:53:54.0,2020-01-02 02:53:54.0,,2.0,32,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:07"," 194:00:40.25"
259,pt258,3483083.0571,1224238.1200,35.0105," 31:14:40.84320"," 121:35:32.85704",35.0105,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:53:55.0,2020-01-02 10:53:55.0,2020-01-02 02:53:55.0,2020-01-02 02:53:55.0,,2.0,32,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:07"," 194:47:28.25"
260,pt259,3483083.0603,1224238.1224,35.0065," 31:14:40.84330"," 121:35:32.85714",35.0065,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:53:56.0,2020-01-02 10:53:56.0,2020-01-02 02:53:56.0,2020-01-02 02:53:56.0,,2.0,32,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:33"," 194:18:19.93"
261,pt260,3483083.0618,1224238.1195,35.0065," 31:14:40.84336"," 121:35:32.85704",35.0065,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:53:57.0,2020-01-02 10:53:57.0,2020-01-02 02:53:57.0,2020-01-02 02:53:57.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:33"," 195:17:48.72"
262,pt261,3483083.0616,1224238.1206,35.0065," 31:14:40.84335"," 121:35:32.85708",35.0065,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:53:58.0,2020-01-02 10:53:58.0,2020-01-02 02:53:58.0,2020-01-02 02:53:58.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:08"," 195:51:46.44"
263,pt262,3483083.0593,1224238.1214,35.0105," 31:14:40.84327"," 121:35:32.85710",35.0105,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:53:59.0,2020-01-02 10:53:59.0,2020-01-02 02:53:59.0,2020-01-02 02:53:59.0,,1.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:33"," 195:29:48.72"
264,pt263,3483083.0578,1224238.1190,35.0145," 31:14:40.84323"," 121:35:32.85701",35.0145,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:54:00.0,2020-01-02 10:54:00.0,2020-01-02 02:54:00.0,2020-01-02 02:54:00.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:08"," 196:21:46.44"
265,pt264,3483083.0596,1224238.1221,35.0085," 31:14:40.84328"," 121:35:32.85713",35.0085,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:54:01.0,2020-01-02 10:54:01.0,2020-01-02 02:54:01.0,2020-01-02 02:54:01.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:59"," 196:17:31.79"
266,pt265,3483083.0597,1224238.1218,35.0035," 31:14:40.84328"," 121:35:32.85712",35.0035,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:54:02.0,2020-01-02 10:54:02.0,2020-01-02 02:54:02.0,2020-01-02 02:54:02.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:33"," 194:41:43.93"
267,pt266,3483083.0603,1224238.1220,35.0115," 31:14:40.84330"," 121:35:32.85713",35.0115,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:54:03.0,2020-01-02 10:54:03.0,2020-01-02 02:54:03.0,2020-01-02 02:54:03.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:33"," 195:22:00.72"
268,pt267,3483083.0608,1224238.1228,35.0115," 31:14:40.84332"," 121:35:32.85716",35.0115,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:54:04.0,2020-01-02 10:54:04.0,2020-01-02 02:54:04.0,2020-01-02 02:54:04.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:42"," 194:17:05.63"
269,pt268,3483083.0605,1224238.1218,35.0105," 31:14:40.84331"," 121:35:32.85712",35.0105,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:54:05.0,2020-01-02 10:54:05.0,2020-01-02 02:54:05.0,2020-01-02 02:54:05.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:33"," 196:23:48.72"
270,pt269,3483083.0583,1224238.1194,35.0175," 31:14:40.84324"," 121:35:32.85702",35.0175,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:54:06.0,2020-01-02 10:54:06.0,2020-01-02 02:54:06.0,2020-01-02 02:54:06.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:59"," 195:40:55.79"
271,pt270,3483083.0569,1224238.1190,35.0185," 31:14:40.84320"," 121:35:32.85700",35.0185,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:54:07.0,2020-01-02 10:54:07.0,2020-01-02 02:54:07.0,2020-01-02 02:54:07.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:59"," 193:32:25.03"
272,pt271,3483083.0615,1224238.1214,35.0065," 31:14:40.84334"," 121:35:32.85711",35.0065,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:54:08.0,2020-01-02 10:54:08.0,2020-01-02 02:54:08.0,2020-01-02 02:54:08.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:45:24"," 195:19:36.18"
273,pt272,3483083.0605,1224238.1229,35.0095," 31:14:40.84331"," 121:35:32.85716",35.0095,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:54:09.0,2020-01-02 10:54:09.0,2020-01-02 02:54:09.0,2020-01-02 02:54:09.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:33"," 195:17:48.72"
274,pt273,3483083.0572,1224238.1206,35.0075," 31:14:40.84320"," 121:35:32.85707",35.0075,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:54:10.0,2020-01-02 10:54:10.0,2020-01-02 02:54:10.0,2020-01-02 02:54:10.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:33"," 195:37:00.72"
275,pt274,3483083.0574,1224238.1218,35.0105," 31:14:40.84321"," 121:35:32.85711",35.0105,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:54:11.0,2020-01-02 10:54:11.0,2020-01-02 02:54:11.0,2020-01-02 02:54:11.0,,1.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:08"," 196:14:34.44"
276,pt275,3483083.0578,1224238.1213,35.0125," 31:14:40.84322"," 121:35:32.85709",35.0125,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:54:12.0,2020-01-02 10:54:12.0,2020-01-02 02:54:12.0,2020-01-02 02:54:12.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:33"," 195:25:36.72"
277,pt276,3483083.0618,1224238.1215,35.0005," 31:14:40.84335"," 121:35:32.85711",35.0005,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:54:13.0,2020-01-02 10:54:13.0,2020-01-02 02:54:13.0,2020-01-02 02:54:13.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:07"," 194:51:40.25"
278,pt277,3483083.0633,1224238.1218,35.0005," 31:14:40.84340"," 121:35:32.85713",35.0005,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:54:14.0,2020-01-02 10:54:14.0,2020-01-02 02:54:14.0,2020-01-02 02:54:14.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:33"," 195:06:24.72"
279,pt278,3483083.0593,1224238.1188,35.0015," 31:14:40.84328"," 121:35:32.85700",35.0015,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:54:15.0,2020-01-02 10:54:15.0,2020-01-02 02:54:15.0,2020-01-02 02:54:15.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:08"," 196:06:10.44"
280,pt279,3483083.0558,1224238.1216,35.0105," 31:14:40.84316"," 121:35:32.85710",35.0105,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:54:16.0,2020-01-02 10:54:16.0,2020-01-02 02:54:16.0,2020-01-02 02:54:16.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:07"," 194:48:04.25"
281,pt280,3483083.0588,1224238.1239,35.0095," 31:14:40.84325"," 121:35:32.85719",35.0095,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:54:17.0,2020-01-02 10:54:17.0,2020-01-02 02:54:17.0,2020-01-02 02:54:17.0,,1.0,32,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:33"," 195:53:48.72"
282,pt281,3483083.0602,1224238.1230,35.0085," 31:14:40.84330"," 121:35:32.85716",35.0085,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:54:18.0,2020-01-02 10:54:18.0,2020-01-02 02:54:18.0,2020-01-02 02:54:18.0,,1.0,32,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:42"," 195:28:02.70"
283,pt282,3483083.0593,1224238.1227,35.0085," 31:14:40.84327"," 121:35:32.85715",35.0085,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:54:19.0,2020-01-02 10:54:19.0,2020-01-02 02:54:19.0,2020-01-02 02:54:19.0,,2.0,32,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:17"," 196:16:28.03"
284,pt283,3483083.0609,1224238.1227,35.0035," 31:14:40.84332"," 121:35:32.85715",35.0035,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:54:20.0,2020-01-02 10:54:20.0,2020-01-02 02:54:20.0,2020-01-02 02:54:20.0,,2.0,32,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:42"," 195:30:26.70"
285,pt284,3483083.0641,1224238.1235,35.0075," 31:14:40.84342"," 121:35:32.85719",35.0075,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:54:21.0,2020-01-02 10:54:21.0,2020-01-02 02:54:21.0,2020-01-02 02:54:21.0,,2.0,32,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:08"," 195:51:10.44"
286,pt285,3483083.0608,1224238.1234,34.9995," 31:14:40.84332"," 121:35:32.85718",34.9995,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:54:22.0,2020-01-02 10:54:22.0,2020-01-02 02:54:22.0,2020-01-02 02:54:22.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:08"," 196:27:10.44"
287,pt286,3483083.0626,1224238.1239,35.0085," 31:14:40.84337"," 121:35:32.85720",35.0085,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:54:23.0,2020-01-02 10:54:23.0,2020-01-02 02:54:23.0,2020-01-02 02:54:23.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:42:52"," 196:23:32.96"
288,pt287,3483083.0580,1224238.1213,35.0025," 31:14:40.84323"," 121:35:32.85709",35.0025,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:54:24.0,2020-01-02 10:54:24.0,2020-01-02 02:54:24.0,2020-01-02 02:54:24.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:17"," 195:18:52.03"
289,pt288,3483083.0583,1224238.1212,35.0035," 31:14:40.84324"," 121:35:32.85709",35.0035,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:54:25.0,2020-01-02 10:54:25.0,2020-01-02 02:54:25.0,2020-01-02 02:54:25.0,,2.0,33,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:42:52"," 197:10:20.96"
290,pt289,3483083.0623,1224238.1251,35.0015," 31:14:40.84336"," 121:35:32.85725",35.0015,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:54:26.0,2020-01-02 10:54:26.0,2020-01-02 02:54:26.0,2020-01-02 02:54:26.0,,2.0,33,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:45"," 198:22:13.29"
291,pt290,3483083.0643,1224238.1254,35.0035," 31:14:40.84343"," 121:35:32.85726",35.0035,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:54:27.0,2020-01-02 10:54:27.0,2020-01-02 02:54:27.0,2020-01-02 02:54:27.0,,2.0,31,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:33"," 195:17:12.72"
292,pt291,3483083.0611,1224238.1207,35.0065," 31:14:40.84333"," 121:35:32.85708",35.0065,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:54:28.0,2020-01-02 10:54:28.0,2020-01-02 02:54:28.0,2020-01-02 02:54:28.0,,2.0,31,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:07"," 194:57:04.25"
293,pt292,3483083.0601,1224238.1211,35.0035," 31:14:40.84330"," 121:35:32.85709",35.0035,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:54:29.0,2020-01-02 10:54:29.0,2020-01-02 02:54:29.0,2020-01-02 02:54:29.0,,3.0,31,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:42"," 195:21:26.70"
294,pt293,3483083.0585,1224238.1207,35.0055," 31:14:40.84325"," 121:35:32.85707",35.0055,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:54:30.0,2020-01-02 10:54:30.0,2020-01-02 02:54:30.0,2020-01-02 02:54:30.0,,4.0,31,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:08"," 195:59:34.44"
295,pt294,3483083.0594,1224238.1243,35.0035," 31:14:40.84327"," 121:35:32.85721",35.0035,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:54:31.0,2020-01-02 10:54:31.0,2020-01-02 02:54:31.0,2020-01-02 02:54:31.0,,2.0,31,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:08"," 196:27:10.44"
296,pt295,3483083.0603,1224238.1221,35.0075," 31:14:40.84330"," 121:35:32.85713",35.0075,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:54:32.0,2020-01-02 10:54:32.0,2020-01-02 02:54:32.0,2020-01-02 02:54:32.0,,1.0,31,14,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:33"," 195:14:12.72"
297,pt296,3483083.0589,1224238.1222,35.0085," 31:14:40.84326"," 121:35:32.85713",35.0085,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:54:33.0,2020-01-02 10:54:33.0,2020-01-02 02:54:33.0,2020-01-02 02:54:33.0,,2.0,32,14,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:34"," 196:35:52.09"
298,pt297,3483083.0603,1224238.1237,35.0095," 31:14:40.84330"," 121:35:32.85719",35.0095,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:54:34.0,2020-01-02 10:54:34.0,2020-01-02 02:54:34.0,2020-01-02 02:54:34.0,,2.0,32,14,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:07"," 194:54:04.25"
299,pt298,3483083.0629,1224238.1214,35.0095," 31:14:40.84339"," 121:35:32.85711",35.0095,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:54:35.0,2020-01-02 10:54:35.0,2020-01-02 02:54:35.0,2020-01-02 02:54:35.0,,2.0,32,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:34"," 196:37:04.09"
300,pt299,3483083.0628,1224238.1247,35.0075," 31:14:40.84338"," 121:35:32.85724",35.0075,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:54:36.0,2020-01-02 10:54:36.0,2020-01-02 02:54:36.0,2020-01-02 02:54:36.0,,2.0,32,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:33"," 195:44:48.72"
301,pt300,3483083.0618,1224238.1218,35.0055," 31:14:40.84335"," 121:35:32.85712",35.0055,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:54:37.0,2020-01-02 10:54:37.0,2020-01-02 02:54:37.0,2020-01-02 02:54:37.0,,2.0,32,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:59"," 195:49:19.79"
302,pt301,3483083.0624,1224238.1238,35.0015," 31:14:40.84337"," 121:35:32.85720",35.0015,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:54:38.0,2020-01-02 10:54:38.0,2020-01-02 02:54:38.0,2020-01-02 02:54:38.0,,2.0,32,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:08"," 195:49:58.44"
303,pt302,3483083.0617,1224238.1257,35.0095," 31:14:40.84334"," 121:35:32.85727",35.0095,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:54:39.0,2020-01-02 10:54:39.0,2020-01-02 02:54:39.0,2020-01-02 02:54:39.0,,2.0,32,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:33"," 195:52:36.72"
304,pt303,3483083.0629,1224238.1240,35.0105," 31:14:40.84338"," 121:35:32.85721",35.0105,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:54:40.0,2020-01-02 10:54:40.0,2020-01-02 02:54:40.0,2020-01-02 02:54:40.0,,2.0,32,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:08"," 195:50:34.44"
305,pt304,3483083.0614,1224238.1249,35.0055," 31:14:40.84333"," 121:35:32.85724",35.0055,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:54:41.0,2020-01-02 10:54:41.0,2020-01-02 02:54:41.0,2020-01-02 02:54:41.0,,2.0,32,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:18"," 197:01:36.86"
306,pt305,3483083.0591,1224238.1219,35.0095," 31:14:40.84326"," 121:35:32.85712",35.0095,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:54:42.0,2020-01-02 10:54:42.0,2020-01-02 02:54:42.0,2020-01-02 02:54:42.0,,2.0,32,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:33"," 195:34:00.72"
307,pt306,3483083.0604,1224238.1242,35.0055," 31:14:40.84330"," 121:35:32.85721",35.0055,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:54:43.0,2020-01-02 10:54:43.0,2020-01-02 02:54:43.0,2020-01-02 02:54:43.0,,2.0,32,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:08"," 195:55:22.44"
308,pt307,3483083.0609,1224238.1240,35.0035," 31:14:40.84332"," 121:35:32.85720",35.0035,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:54:44.0,2020-01-02 10:54:44.0,2020-01-02 02:54:44.0,2020-01-02 02:54:44.0,,1.0,32,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:07"," 194:27:40.25"
309,pt308,3483083.0602,1224238.1233,35.0095," 31:14:40.84330"," 121:35:32.85717",35.0095,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:54:45.0,2020-01-02 10:54:45.0,2020-01-02 02:54:45.0,2020-01-02 02:54:45.0,,2.0,32,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:08"," 195:51:46.44"
310,pt309,3483083.0627,1224238.1233,35.0065," 31:14:40.84338"," 121:35:32.85718",35.0065,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:54:46.0,2020-01-02 10:54:46.0,2020-01-02 02:54:46.0,2020-01-02 02:54:46.0,,2.0,32,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:33"," 195:26:48.72"
311,pt310,3483083.0649,1224238.1244,35.0055," 31:14:40.84345"," 121:35:32.85723",35.0055,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:54:47.0,2020-01-02 10:54:47.0,2020-01-02 02:54:47.0,2020-01-02 02:54:47.0,,2.0,32,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:33"," 195:11:12.72"
312,pt311,3483083.0623,1224238.1217,35.0055," 31:14:40.84337"," 121:35:32.85712",35.0055,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:54:48.0,2020-01-02 10:54:48.0,2020-01-02 02:54:48.0,2020-01-02 02:54:48.0,,2.0,32,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:45:24"," 195:21:24.18"
313,pt312,3483083.0612,1224238.1250,35.0085," 31:14:40.84332"," 121:35:32.85724",35.0085,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:54:49.0,2020-01-02 10:54:49.0,2020-01-02 02:54:49.0,2020-01-02 02:54:49.0,,2.0,32,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:08"," 196:15:10.44"
314,pt313,3483083.0633,1224238.1270,35.0045," 31:14:40.84339"," 121:35:32.85732",35.0045,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:54:50.0,2020-01-02 10:54:50.0,2020-01-02 02:54:50.0,2020-01-02 02:54:50.0,,2.0,32,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:08"," 195:52:22.44"
315,pt314,3483083.0611,1224238.1249,35.0165," 31:14:40.84332"," 121:35:32.85724",35.0165,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:54:51.0,2020-01-02 10:54:51.0,2020-01-02 02:54:51.0,2020-01-02 02:54:51.0,,2.0,32,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:07"," 195:04:52.25"
316,pt315,3483083.0653,1224238.1251,35.0065," 31:14:40.84346"," 121:35:32.85726",35.0065,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:54:52.0,2020-01-02 10:54:52.0,2020-01-02 02:54:52.0,2020-01-02 02:54:52.0,,2.0,32,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:59"," 194:12:37.03"
317,pt316,3483083.0622,1224238.1248,35.0025," 31:14:40.84336"," 121:35:32.85724",35.0025,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:54:53.0,2020-01-02 10:54:53.0,2020-01-02 02:54:53.0,2020-01-02 02:54:53.0,,2.0,32,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:33"," 195:08:12.72"
318,pt317,3483083.0601,1224238.1257,35.0085," 31:14:40.84329"," 121:35:32.85726",35.0085,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:54:54.0,2020-01-02 10:54:54.0,2020-01-02 02:54:54.0,2020-01-02 02:54:54.0,,2.0,32,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:08"," 196:10:22.44"
319,pt318,3483083.0605,1224238.1233,35.0025," 31:14:40.84331"," 121:35:32.85717",35.0025,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:54:55.0,2020-01-02 10:54:55.0,2020-01-02 02:54:55.0,2020-01-02 02:54:55.0,,2.0,32,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:34"," 196:18:28.09"
320,pt319,3483083.0594,1224238.1240,35.0115," 31:14:40.84327"," 121:35:32.85720",35.0115,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:54:56.0,2020-01-02 10:54:56.0,2020-01-02 02:54:56.0,2020-01-02 02:54:56.0,,2.0,32,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:45"," 197:44:25.29"
